-3.718910294609093573e+06,1.521618482962362841e+07
-3.720365217287451494e+06,1.521534482962362841e+07
-3.721820139965808950e+06,1.521450482962362841e+07
-3.723275062644166872e+06,1.521366482962362841e+07
-3.724729985322524793e+06,1.521282482962362841e+07
-3.718933953994252719e+06,1.521842150883746147e+07
-3.720388876672610641e+06,1.521758150883746147e+07
-3.721843799350968562e+06,1.521674150883746147e+07
-3.723298722029326484e+06,1.521590150883746147e+07
-3.724753644707683939e+06,1.521506150883746147e+07
-3.718957613379411865e+06,1.522065818805129267e+07
-3.720412536057769787e+06,1.521981818805129267e+07
-3.721867458736127708e+06,1.521897818805129267e+07
-3.723322381414485630e+06,1.521813818805129267e+07
-3.724777304092843551e+06,1.521729818805129267e+07
-3.718981272764571477e+06,1.522289486726512387e+07
-3.720436195442928933e+06,1.522205486726512387e+07
-3.721891118121286854e+06,1.522121486726512387e+07
-3.723346040799644776e+06,1.522037486726512387e+07
-3.724800963478002697e+06,1.521953486726512387e+07
-3.719004932149730623e+06,1.522513154647895694e+07
-3.720459854828088544e+06,1.522429154647895694e+07
-3.721914777506446466e+06,1.522345154647895694e+07
-3.723369700184804387e+06,1.522261154647895694e+07
-3.724824622863161843e+06,1.522177154647895694e+07
